name,type,start_time,duration,"data"
"RX","data",0.107068154,0.000989582,0x03
"RX","data",0.10810984,0.000989582,0x00
"RX","data",0.109151518,0.000989582,0x00
"RX","data",0.110193196,0.000989582,0x00
"RX","data",0.11123487,0.000989582,0x02
"RX","data",0.11227655,0.000989582,0x16
"RX","data",0.11331823,0.000989582,0x36
"RX","data",0.1143599,0.000989582,0xFF
"RX","data",0.115401578,0.000989582,0xAE
"TX","data",0.134314816,0.000989582,0x03
"TX","data",0.13537004,0.000989582,0x00
"TX","data",0.136425246,0.000989582,0x00
"TX","data",0.137480284,0.000989582,0x00
"TX","data",0.138535076,0.000989582,0x01
"TX","data",0.13959023,0.000989582,0x00
"TX","data",0.140645304,0.000989582,0xFF
"TX","data",0.141700298,0.000989582,0xFB
"RX","data",0.426051838,0.000989582,0x03
"RX","data",0.42709351,0.000989582,0x00
"RX","data",0.428135188,0.000989582,0x00
"RX","data",0.429176866,0.000989582,0x00
"RX","data",0.430218536,0.000989582,0x28
"RX","data",0.431260214,0.000989582,0x10
"RX","data",0.432301902,0.000989582,0x07
"RX","data",0.433343572,0.000989582,0x10
"RX","data",0.43438525,0.000989582,0x08
"RX","data",0.435426922,0.000989582,0x10
"RX","data",0.436468602,0.000989582,0x37
"RX","data",0.437510254,0.000989582,0x10
"RX","data",0.438551962,0.000989582,0x38
"RX","data",0.43959363,0.000989582,0x10
"RX","data",0.440635308,0.000989582,0x3B
"RX","data",0.441676988,0.000989582,0x10
"RX","data",0.442718658,0.000989582,0x3C
"RX","data",0.44376034,0.000989582,0x10
"RX","data",0.444802016,0.000989582,0x3D
"RX","data",0.44584369,0.000989582,0x10
"RX","data",0.446885368,0.000989582,0xB5
"RX","data",0.44792704,0.000989582,0x11
"RX","data",0.448968722,0.000989582,0x0B
"RX","data",0.450010396,0.000989582,0x11
"RX","data",0.451052074,0.000989582,0x0C
"RX","data",0.452093752,0.000989582,0x11
"RX","data",0.453135426,0.000989582,0x0D
"RX","data",0.454177098,0.000989582,0x11
"RX","data",0.45521878,0.000989582,0x0E
"RX","data",0.456260464,0.000989582,0x11
"RX","data",0.457302128,0.000989582,0x11
"RX","data",0.458343808,0.000989582,0x11
"RX","data",0.459385484,0.000989582,0x15
"RX","data",0.460427164,0.000989582,0x11
"RX","data",0.461468838,0.000989582,0x16
"RX","data",0.462510516,0.000989582,0x11
"RX","data",0.463552194,0.000989582,0x41
"RX","data",0.464593864,0.000989582,0x11
"RX","data",0.465635546,0.000989582,0x45
"RX","data",0.466677226,0.000989582,0x11
"RX","data",0.467718898,0.000989582,0x47
"RX","data",0.468760574,0.000989582,0x11
"RX","data",0.469802248,0.000989582,0x48
"RX","data",0.470843932,0.000989582,0x11
"RX","data",0.4718856,0.000989582,0x49
"RX","data",0.472927282,0.000989582,0xFA
"RX","data",0.473968964,0.000989582,0xD5
"TX","data",0.482115492,0.000989582,0x03
"TX","data",0.483170496,0.000989582,0x00
"TX","data",0.484225698,0.000989582,0x00
"TX","data",0.485280874,0.000989582,0x00
"TX","data",0.486336304,0.000989582,0x51
"TX","data",0.48739124,0.000989582,0x01
"TX","data",0.488446346,0.000989582,0x10
"TX","data",0.489501532,0.000989582,0x07
"TX","data",0.490556434,0.000989582,0xFF
"TX","data",0.49161162,0.000989582,0xFF
"TX","data",0.492666686,0.000989582,0x10
"TX","data",0.49372191,0.000989582,0x08
"TX","data",0.49478917,0.000989582,0xFF
"TX","data",0.4958441,0.000989582,0xFF
"TX","data",0.496899192,0.000989582,0x10
"TX","data",0.49795425,0.000989582,0x37
"TX","data",0.499009434,0.000989582,0xFF
"TX","data",0.500064538,0.000989582,0xFF
"TX","data",0.501119726,0.000989582,0x10
"TX","data",0.502174914,0.000989582,0x38
"TX","data",0.503229982,0.000989582,0xFF
"TX","data",0.504285132,0.000989582,0xFF
"TX","data",0.505340754,0.000989582,0x10
"TX","data",0.506395632,0.000989582,0x3B
"TX","data",0.50745092,0.000989582,0xFF
"TX","data",0.508505974,0.000989582,0xFF
"TX","data",0.509560892,0.000989582,0x10
"TX","data",0.510616046,0.000989582,0x3C
"TX","data",0.511671208,0.000989582,0xFF
"TX","data",0.512726514,0.000989582,0xFF
"TX","data",0.513781626,0.000989582,0x10
"TX","data",0.514848708,0.000989582,0x3D
"TX","data",0.515903924,0.000989582,0xFF
"TX","data",0.516959062,0.000989582,0xFF
"TX","data",0.51801436,0.000989582,0x10
"TX","data",0.519069542,0.000989582,0xB5
"TX","data",0.520124662,0.000989582,0x00
"TX","data",0.521179652,0.000989582,0x00
"TX","data",0.52223482,0.000989582,0x11
"TX","data",0.52328988,0.000989582,0x0B
"TX","data",0.524344714,0.000989582,0xFF
"TX","data",0.525400002,0.000989582,0xFF
"TX","data",0.526455288,0.000989582,0x11
"TX","data",0.527510426,0.000989582,0x0C
"TX","data",0.528565656,0.000989582,0xFF
"TX","data",0.529620808,0.000989582,0xFF
"TX","data",0.530675932,0.000989582,0x11
"TX","data",0.531731094,0.000989582,0x0D
"TX","data",0.53278633,0.000989582,0xFF
"TX","data",0.533841342,0.000989582,0xFF
"TX","data",0.5349166,0.000989582,0x11
"TX","data",0.535971738,0.000989582,0x0E
"TX","data",0.537026972,0.000989582,0xFF
"TX","data",0.538082096,0.000989582,0xFF
"TX","data",0.539137188,0.000989582,0x11
"TX","data",0.540192338,0.000989582,0x11
"TX","data",0.54124737,0.000989582,0xFF
"TX","data",0.542302546,0.000989582,0xFF
"TX","data",0.54335793,0.000989582,0x11
"TX","data",0.544413048,0.000989582,0x15
"TX","data",0.54546816,0.000989582,0xFF
"TX","data",0.546523534,0.000989582,0xFF
"TX","data",0.547578644,0.000989582,0x11
"TX","data",0.548633762,0.000989582,0x16
"TX","data",0.549688742,0.000989582,0xFF
"TX","data",0.550743728,0.000989582,0xFF
"TX","data",0.551798818,0.000989582,0x11
"TX","data",0.55285378,0.000989582,0x41
"TX","data",0.55390893,0.000989582,0xFF
"TX","data",0.554967894,0.000989582,0xFF
"TX","data",0.55602302,0.000989582,0x11
"TX","data",0.557078206,0.000989582,0x45
"TX","data",0.558133162,0.000989582,0x00
"TX","data",0.55918835,0.000989582,0x00
"TX","data",0.56024349,0.000989582,0x11
"TX","data",0.56129867,0.000989582,0x47
"TX","data",0.56235373,0.000989582,0xFF
"TX","data",0.56340878,0.000989582,0xFF
"TX","data",0.564463934,0.000989582,0x11
"TX","data",0.565519114,0.000989582,0x48
"TX","data",0.566574252,0.000989582,0xFF
"TX","data",0.567629418,0.000989582,0xFF
"TX","data",0.568684578,0.000989582,0x11
